question,gold_answer,llm_response,correct,jacccard,cosine
What is a sequence of random events?,coin tosses,"A sequence of random events is a series of outcomes where each individual event is unpredictable and independent of the others. However, people often misinterpret randomness due to representativeness bias. For example, in coin tosses, sequences like HTHTTH and HHHHTH are equally likely, but many perceive the first as more ""random."" This is known as the Gambler's Fallacy or ""Law of Small Numbers."" People expect small samples to reflect the characteristics of the larger population, leading them to see patterns where none exist. In reality, truly random sequences can contain streaks or apparent patterns. The law of large numbers only applies over many trials, not small samples. Understanding true random",True,False,True
What is one way to measure loss aversion?,gambles,"One common way to measure loss aversion is through experimental tasks or surveys that present participants with hypothetical or real choices involving potential gains and losses. A typical method is the ""loss aversion coefficient"" approach, where individuals are asked to make decisions between gambles or certain outcomes. 

For example, participants might be asked how much they would need to gain to accept a 50/50 chance of losing $100. If someone requires a potential gain of $200 or more to take this gamble, it indicates loss aversion (they weigh losses about twice as heavily as gains). The ratio of the required gain to the potential loss provides a quantitative measure of an individual's loss aversion.

Researchers can then calculate",True,False,True
What is the cause of status quo bias?,lack of attention,"Status quo bias is primarily caused by several psychological factors:

1. Loss aversion: People tend to weigh potential losses more heavily than potential gains, making them reluctant to change.

2. Endowment effect: We value things we already have more than equivalent things we don't possess.

3. Inertia: It's often easier to stick with the current situation than to expend effort on change.

4. Regret avoidance: Fear of making a wrong decision leads people to prefer inaction.

5. Cognitive ease: Familiar options require less mental effort to process than new alternatives.

6. Uncertainty: The unknown risks of change can be intimidating compared to the known",False,False,False
What is the most popular form of payment that started in the 1970s?,credit cards,"Based on the information provided, the most popular form of payment that started in the 1970s appears to be credit cards. While not explicitly stated, the passage mentions credit cards as one of three important lending markets, along with mortgages and student loans. The text also refers to Americans borrowing more than they are saving, which aligns with the rise of credit card usage. Credit cards became widely adopted by consumers in the 1970s, revolutionizing personal finance and payment methods. Their popularity grew rapidly during that decade as they offered a convenient way to make purchases and access credit. The passage discusses some of the behavioral and cognitive biases that can lead consumers to misuse credit, further suggesting the significance of credit cards as a",True,True,True
What are the most liquid assets in a household?,savings accounts,"The most liquid assets in a household are typically:

1. Cash on hand
2. Money in checking accounts
3. Money in savings accounts
4. Money market accounts

These assets can be accessed and converted to cash immediately or within a very short time frame, usually without any penalties or significant loss of value. They are considered the most liquid because they can be easily used for transactions or to meet short-term financial obligations. Other relatively liquid assets may include short-term certificates of deposit (CDs) and some highly marketable securities, though these may have some restrictions or potential for small losses if sold before maturity. The level of liquidity can vary based on factors like withdrawal limits, transfer times, or market conditions.",True,True,True
What are defined benefit plans?,pension plans,"Defined benefit plans are retirement plans where participants receive a specific benefit based on a formula, typically considering the employee's salary and years of service. Key features include:

1. The benefit amount is predetermined and guaranteed by the employer.
2. Common in public sector jobs and older private companies.
3. Benefits are often calculated as a percentage of final salary multiplied by years of service.
4. Employers bear the investment risk.
5. They are generally easier for employees to understand and manage.
6. Social Security is an example of a defined benefit plan.
7. They can be less flexible for employees who change jobs frequently.
8. They are becoming less common in the private sector due to high costs for",False,False,True
What is the best way to get free money?,retirement account,"There is no truly ""free"" money, but some legitimate ways to obtain unexpected funds include:

- Applying for grants or scholarships 
- Entering sweepstakes or contests (though chances of winning are low)
- Taking advantage of sign-up bonuses for bank accounts or credit cards
- Using cashback apps and websites when shopping
- Selling unused items 
- Participating in paid research studies or surveys
- Checking for unclaimed money in your name
- Asking for a raise at work

However, be wary of any offers that seem too good to be true, as they likely are scams. The most reliable way to increase your income is through work, education, and smart",False,False,False
What is the purpose of the 401(k) program?,retirement savings plan,"The purpose of the 401(k) program is to provide a retirement savings vehicle for employees. Key features include:

1. Portability: Employees can move their savings between jobs.

2. Flexibility: Workers can adjust savings and investment decisions based on their financial situation.

3. Individual control: Employees make their own decisions about how much to save and how to invest.

4. Tax advantages: Contributions are often made pre-tax, reducing current taxable income.

5. Employer involvement: Many employers offer matching contributions as an incentive.

The goal is to help workers accumulate sufficient savings for retirement. However, 401(k) plans require active participation and decision-making from employees",False,True,True
Who sends the annual statement that estimates how much she will collect if she retires at various ages?,social security administration,"The Social Security Administration (SSA) sends out annual statements estimating how much a person will collect in retirement benefits at different ages. These statements provide estimates for benefits if you start collecting at age 62 (the earliest possible age), at your full retirement age (which varies based on birth year), and at age 70 (the latest age to start for maximum benefits). The SSA used to mail these statements annually to all workers, but now only mails physical statements to those 60 and older who aren't receiving benefits and haven't created an online account. For others, this information is available by creating an account on the SSA website, where you can view your statement and use their benefits calculator.",True,True,True
What is a safer investment than money market accounts?,government bonds,"Based on the information provided, marketable stocks appear to be a safer long-term investment than money market accounts. Warren Buffett states that ""over any extended period of time this category of investing will prove to be the runaway winner"" and importantly, ""it will be by far the safest."" 

Buffett advocates for concentrating holdings in high-quality businesses at discounted valuations. He focuses on purchasing worthwhile amounts of stocks in companies he finds attractive, rather than diversifying broadly. This approach aims to maximize long-term net worth rather than short-term gains.

While stocks can be volatile in the short-term, Buffett views this as an opportunity to purchase more shares at better prices, benef",False,False,False
What do some companies offer employees the opportunity to invest in?,shares,"Many companies offer employees the opportunity to invest in company stock through their 401(k) retirement plans. This allows employees to own shares in their employer's company. However, investing too heavily in company stock can be risky due to lack of diversification. The documents mention that at Enron, employees were encouraged to invest their entire 401(k) in Enron stock, which proved disastrous when the company collapsed. More broadly, investors tend to show a ""home bias"" by overweighting familiar investments like their own company's stock or domestic stocks. While some company stock ownership can align employee and shareholder interests, financial advisors generally recommend diversifying retirement savings across different asset classes and companies to reduce risk.",True,False,True
What are the most risk-free investments?,treasury bills,"Based on the information provided, the most risk-free investments appear to be:

1. Short-term cash equivalents
2. High-quality, short-term fixed-income securities
3. Diversified portfolios of well-researched common stocks held for the long term

Warren Buffett suggests that over extended periods, a carefully selected portfolio of common stocks is likely to be the safest and most rewarding investment category. He emphasizes focusing on investments you understand well, rather than trying to predict the future or diversifying excessively. 

The key is to maintain a margin of safety by thoroughly researching a limited number of high-quality investments, rather than spreading capital too thinly across many holdings",False,False,False
What is the most important number that most employees have trouble understanding when they are old?,savings rates,"Based on the information provided, the most important number that many employees have trouble understanding when they are older appears to be their Social Security break-even age. The passage mentions a ""Break-Even Age calculator"" provided by the Social Security Administration to help people decide when to start collecting benefits. However, this calculator is described as overly simplistic, only telling users how long they need to live to break even between two potential start dates for receiving payments. The text suggests this is a complex decision involving factors like health, continued work plans, spousal situation, and life expectancy. Many seniors struggle to properly evaluate these factors and determine the optimal age to begin collecting Social Security benefits.",False,False,False
What is the purpose of case studies in behavioral finance?,reviewing biases,"Case studies in behavioral finance serve several important purposes:

1. They provide real-world examples of how behavioral biases and cognitive errors manifest in actual investment decisions.

2. They help illustrate complex concepts by showing how they apply in practical situations.

3. They allow readers to learn from others' mistakes and successes, potentially improving their own decision-making.

4. They demonstrate the practical application of behavioral finance principles in various investment scenarios.

5. They can be used as teaching tools to help financial advisors and investors recognize and address irrational behaviors.

6. They offer evidence for the relevance and importance of behavioral finance in understanding market phenomena and investor behavior.

Overall, case studies make behavioral finance concepts more",False,False,False
What do advisors isolate and work together with the client to relieve the stress caused by?,biases,"Based on the provided information, advisors should work with clients to isolate and relieve stress caused by:

1. Unrealistic expectations about investment performance
2. Misunderstandings about the client's financial objectives
3. Poor communication or relationships between advisor and client
4. Behavioral biases that may lead to irrational investment decisions
5. Market volatility and uncertainty

Advisors can address these issues by:

1. Getting to know the client better and understanding their motivations and fears
2. Clearly explaining portfolio design and why it's appropriate for the client
3. Developing a strong bond with the client
4. Educating clients about behavioral finance concepts
5. Adap",True,False,False
"Who said that the economic growth spurt had been accompanied by low inflation, generally an indicator of stability?",greenspan,"Alan Greenspan, who was the Chairman of the Federal Reserve at the time, made this observation in a speech on December 5, 1996. In his remarks, Greenspan acknowledged the ongoing economic growth and low inflation, but also cautioned about the potential for ""irrational exuberance"" in asset valuations. He raised concerns about the possibility of a prolonged market contraction, similar to what Japan had experienced in the previous decade. Greenspan's comments about ""irrational exuberance"" became famous and were seen as prescient when the dot-com bubble burst a few years later.",True,False,True
Who is the author of the book Advances in Behavioral Finance?,thaler,"The author of ""Advances in Behavioral Finance"" is not explicitly mentioned in the provided text. However, the passage discusses several key figures in behavioral finance, including Richard Thaler and Meir Statman. Richard Thaler is noted as a significant contributor to the field, having edited ""Advances in Behavioral Finance"" in 1993. While Thaler edited this book, it's important to note that edited volumes typically contain contributions from multiple authors rather than being authored by a single individual. The text highlights Thaler's role in editing this influential work, which is considered a classic in behavioral finance research.",True,False,True
What are etfs?,exchange traded funds,"ETFs (Exchange Traded Funds) are investment vehicles that trade on stock exchanges, similar to individual stocks. They typically track an index, sector, commodity, or other asset, but can be bought and sold throughout the day like stocks. ETFs offer diversification benefits similar to mutual funds, but often with lower fees and greater tax efficiency. Unlike mutual funds, which are priced once daily, ETF prices fluctuate throughout the trading day. They provide investors with exposure to a basket of securities or assets in a single transaction, making them a popular choice for both individual and institutional investors seeking broad market participation or targeted investment strategies. ETFs can cover various asset classes, including stocks, bonds, commodities, and real estate.",True,False,True
What is the January Effect?,stocks in general and small stocks in particular have delivered abnormally high returns during the month of January,"The January Effect is a calendar anomaly in the stock market where stock prices tend to rise in January, particularly for small-cap stocks. This effect is attributed to several factors:

1. Tax-loss harvesting: Investors sell losing stocks in December for tax purposes, then repurchase in January.

2. Year-end bonuses: Investors use bonuses received in December/January to buy stocks.

3. Portfolio rebalancing: Institutional investors adjust their portfolios at the start of the year.

4. Psychology: Investors may be more optimistic about the new year.

The January Effect is most pronounced for small-cap stocks, which are more likely to be sold for tax losses. While",False,False,True
What do psychologists believe is subservient to human emotion?,intellect,"Based on the provided information, psychologists believe that logical reasoning and conscious thought are often subservient to human emotion. The reflexive brain system, which processes emotions and intuitions, operates faster than the analytical system and gets ""first crack at making most judgments and decisions."" This emotional processing occurs largely unconsciously and automatically, often driving our responses before we're even consciously aware of stimuli. The analytical ""thinking"" part of the brain tends to engage only when intuition can't figure something out. As Daniel Kahneman notes, ""We run mostly on System 1 software,"" referring to the fast, intuitive system rather than the slower, more deliberate analytical system. This suggests that our rational thinking frequently takes a",False,False,False
What is the most important element of the Theory of Moral Sentiments?,"pride, shame, insecurity, and egotism","According to the information provided, the most important element of Adam Smith's Theory of Moral Sentiments is its focus on human emotions and psychological factors rather than pure rationality in economic decision-making. The theory emphasizes elements like pride, shame, insecurity, and egotism as key drivers of both social and economic conduct. Smith did not assume ""perfectly rational"" economic behavior, but instead recognized the significant role that moral sentiments and emotions play in guiding human actions and choices, even in financial matters. This approach contrasts with later economic theories that assumed more purely rational decision-making.",True,True,True
"Who said that the principle of utility is that principle which approves or disapproves of every action whatsoever, according to the tendency which it appears to have to augment or diminish the happiness of the party whose interest is in question?",bentham,"According to the passage, Jeremy Bentham made that statement about the principle of utility. Bentham was a famous thinker of the classical era who wrote extensively on the psychological aspects of economic utility. He asserted that every action seeks to maximize utility, with happiness being the ultimate human concern. Bentham's view reflects the classical-era perspective on economic reasoning, which recognized the role of psychological factors and emotions in economic behavior. This perspective contrasts with later economic theories that moved away from incorporating psychological elements.",True,False,True
Who wrote about the psychological aspects of economic utility?,Jeremy Bentham,"Jeremy Bentham wrote extensively about the psychological aspects of economic utility. He asserted that the principle of utility approves or disapproves of actions based on their tendency to increase or decrease happiness. Bentham believed that every action seeks to maximize utility, with happiness being the ultimate human concern. He argued that this made it impossible to make moral or economic calculations entirely devoid of emotion. Bentham's views reflected the classical-era perspective on economic reasoning by individuals, which recognized the role of psychological factors in economic behavior. This contrasted with later neoclassical economics, which largely displaced psychology from economic discourse by the early 20th century.",True,True,True
What is the process of assessing the validity of rational economic theories?,modeling indifference curves,"The process of assessing the validity of rational economic theories involves:

1. Experimental economics: Conducting experiments with real people to test theories of individual choice and economic behavior.

2. Challenging core assumptions: Examining the validity of perfect rationality, perfect self-interest, and perfect information that underpin rational economic theories.

3. Bounded rationality: Considering how limitations in knowledge and cognitive capacity affect decision-making, rather than assuming perfect rationality.

4. Psychological research: Incorporating findings on how emotions, inner conflicts, and cognitive biases influence economic decisions.

5. Indifference curve analysis: Using mathematical models to demonstrate how rational consumers make trade-offs between different goods or choices.",False,False,True
Who studied the mental processes as they directly relate to decision making under uncertainty?,Daniel Kahneman,"Psychologists Amos Tversky and Daniel Kahneman were key figures who studied mental processes related to decision making under uncertainty. Their work led to the development of prospect theory, which is considered the intellectual foundation of behavioral finance. Tversky and Kahneman examined how people make judgments and decisions in uncertain conditions, highlighting that intuitive predictions and judgments often don't follow probability laws or statistical principles. Their research revealed common heuristics and biases in human decision-making, contrasting intuitive judgments with normative principles of probability and statistics. Their seminal 1979 paper ""Prospect Theory: An Analysis of Decision under Risk"" presented a critique of expected utility theory and proposed an",True,True,True
What do we look for in heuristics of judgment and what are they prone to?,biases,"Heuristics are mental shortcuts or rules of thumb that help us make judgments and decisions quickly. The key heuristics identified by Tversky and Kahneman are anchoring, availability, and representativeness. While these can be helpful, they're also prone to systematic biases:

1. Anchoring: We rely too heavily on the first piece of information encountered (the ""anchor""), leading to insufficient adjustments.

2. Availability: We overestimate the likelihood of events that are easily recalled or imagined, which can skew risk perception.

3. Representativeness: We judge the probability of something based on how closely it resembles our mental prototype, potentially ignoring relevant",True,False,True
What is the most important factor in asset allocation decisions?,investor's background and past experiences,"Based on the information provided, the most important factor in asset allocation decisions is accounting for clients' behavioral biases and psychological tendencies. While traditional methods like risk tolerance questionnaires and mean-variance optimization are useful, they often fail to fully capture a client's interests and objectives. The concept of a ""best practical allocation"" or ""behaviorally modified allocation"" is introduced, which aims to balance financial goals with psychological comfort. This approach recognizes that the optimal portfolio may not always be the one with the highest expected return, but rather one that the client can comfortably adhere to over the long term. Identifying and addressing behavioral biases before executing an allocation is crucial to avoid negative consequences from impulsive changes due to short",False,False,False
What is a CPA?,certified public accountant,"A CPA is a Certified Public Accountant. While not explicitly defined in the given text, the context suggests that CPAs are professionals involved in financial reporting and auditing. The passage criticizes certain accounting practices and terminology used by companies and investment professionals, implying that CPAs should adhere to ethical and transparent accounting standards. The text mentions ""major auditing firms"" as sometimes suggesting ways to manipulate financial statements, which could refer to accounting firms employing CPAs. However, it's important to note that ethical CPAs are expected to maintain integrity and provide accurate financial information, contrary to the misleading practices criticized in the passage.",True,True,True
What causes irrational financial decisions?,behavioral biases,"According to behavioral finance research, irrational financial decisions are often caused by psychological biases and cognitive errors. Some key factors include:

1. Mental accounting - inconsistently valuing wealth in different mental ""accounts""

2. Emotional biases - allowing emotions like fear or greed to override logic

3. Cognitive biases - systematic errors in thinking that affect judgment and decision-making

4. Limited information processing - failing to consider all available information rationally

5. Heuristics - using mental shortcuts that can lead to errors

6. Loss aversion - tendency to strongly prefer avoiding losses over acquiring gains

7. Overconfidence - overestimating one's own abilities and knowledge

8.",False,False,True
What are the subconscious mental procedures for processing information called?,cognitive biases,"Based on the provided information, the subconscious mental procedures for processing information are referred to as ""intuitive processing"" or the ""reflexive"" parts of the brain. These are described as the default system or ""go-to"" circuits that tackle problems first using quick, automatic processes. They operate without conscious awareness and can make rapid judgments or estimates. This is contrasted with the ""reflective"" areas of the brain, which engage in more deliberate, analytical thinking when the intuitive system cannot solve a problem. The reflexive/intuitive system can work quickly on tasks like roughly estimating grocery costs, while the reflective system would struggle with precise calculations of many individual items.",False,False,True
What are the three things that can cause investment mistakes?,CONSERVATISM BIAS,"Based on behavioral finance principles, three key factors that can lead to investment mistakes are:

1. Cognitive biases: Mental shortcuts or heuristics that can lead to flawed reasoning and poor decision-making. Examples include overconfidence, confirmation bias, and anchoring.

2. Emotional factors: Strong feelings like fear, greed, or regret can override rational thinking and cause investors to make impulsive or irrational choices.

3. Social influences: Herd mentality, peer pressure, and the fear of missing out can lead investors to follow trends or make decisions based on what others are doing rather than on sound analysis.

These factors often interact and compound each other, increasing the likelihood of investment",False,False,False
What is the cognitive subtype of confirmation bias?,perseverance,"According to the information provided, confirmation bias is classified as a cognitive bias with the subtype of ""Belief perseverance"". The passage specifically states:

""Bias Name: Confirmation bias
Bias Type: Cognitive
Subtype: Belief perseverance""

Confirmation bias refers to the tendency to seek out, focus on, and give more weight to information that confirms our existing beliefs or hypotheses, while ignoring or devaluing contradictory evidence. This subtype classification suggests that confirmation bias is related to the tendency to maintain or ""persevere"" in our beliefs, even when presented with conflicting information.",True,False,False
Belief perseverance is what type of bias?,confirmation bias,"Belief perseverance is a type of cognitive bias. Specifically, it falls under the category of cognitive biases known as ""belief perseverance biases."" These biases relate to the tendency to cling to previously held beliefs irrationally or illogically, even when presented with new information that contradicts those beliefs. 

Belief perseverance biases are closely linked to the concept of cognitive dissonance. They involve errors in memory, probability assessment, and information processing. The book identifies six specific belief perseverance biases:

1. Cognitive dissonance
2. Conservatism
3. Confirmation
4. Representativeness
5. Illusion of control",False,False,True
What is the process of collecting evidence that supports certain beliefs?,selection bias,"Based on the information provided, the process of collecting evidence that supports certain beliefs is known as confirmation bias. This is one of the belief perseverance biases described in the text. 

Confirmation bias involves selectively seeking out, interpreting, and remembering information that confirms one's pre-existing beliefs while ignoring or discounting contradictory evidence. It's related to the psychological concept of cognitive dissonance, where people experience discomfort when new information conflicts with their existing beliefs.

To resolve this discomfort, people engage in selective exposure (noticing only information of interest), selective perception (ignoring or modifying conflicting information), and selective retention (remembering only confirming information). This bias can lea",False,False,True
What is the default rate of AAA bonds?,"historically, the default rate of AAA bonds is virtually zero","According to the passage, the historical default rate of AAA-rated municipal bonds is virtually zero. The text states: ""this conclusion ignores the base-rate fact that, historically, the default rate of AAA bonds is virtually zero."" This information is provided in the context of discussing how investors may incorrectly assess the risk of a AAA-rated municipal bond based on superficial characteristics, while neglecting the extremely low base rate of defaults for bonds with this top credit rating.",True,True,True
What is control bias?,"the tendency of human beings to believe that they can control or at least influence outcomes when, in fact, they cannot","Control bias, also known as the illusion of control bias, is a cognitive bias where people overestimate their ability to control or influence outcomes, especially in situations where they have little or no actual control. This bias leads individuals to believe they can affect random events or predict unpredictable outcomes. In investing, control bias can cause investors to trade excessively, thinking they can time the market or pick winning stocks consistently. It's closely related to overconfidence bias, where people overestimate their own abilities or knowledge. Control bias can lead to poor decision-making and increased risk-taking, as individuals may underestimate the role of chance or external factors in determining results. Recognizing this bias is important for making more",False,False,True
Illusions of control can lead investors to what?,undiversified portfolios,"Based on the information provided, illusions of control can lead investors to several problematic behaviors:

1. Trading excessively, believing they have more control over investment outcomes than they actually do. This often results in decreased returns.

2. Maintaining underdiversified portfolios by concentrating on companies they feel they have some control over, even though this control is illusory.

3. Overusing limit orders and similar techniques to feel a false sense of control, potentially missing opportunities or making unnecessary purchases.

4. Becoming overconfident in their investing abilities, especially if they've been successful in other areas of life.

These behaviors stem from investors mistakenly believing they can control or predict market outcomes more",False,False,False
What kind of perspective do investors have at all times?,long-term,"Based on the behavioral science principles mentioned, investors tend to have a biased perspective at all times. They are prone to various cognitive biases and emotional influences that can affect their decision-making. Some key aspects of this perspective include:

1. Loss aversion: Investors typically feel losses more strongly than equivalent gains.

2. Overconfidence: Many investors overestimate their abilities and knowledge.

3. Anchoring: Investors often rely too heavily on a single piece of information when making decisions.

4. Herding behavior: There's a tendency to follow the crowd rather than make independent choices.

5. Confirmation bias: Investors may seek information that confirms their existing beliefs.

6.",False,False,False
What was the stock bubble in 2011?,"housing, credit and internet stock bubble","The documents don't mention a specific stock bubble in 2011. However, they do discuss the aftermath of the 2007-2009 financial crisis and Great Recession. In 2011, markets were still recovering from that major downturn. The text notes that 2011 was the ""fourth year of a cure that, though long and painful, is sure to succeed."" It mentions household formations exceeding housing starts, suggesting a housing market recovery. The documents also show Berkshire Hathaway's stock holdings as of 12/31/2011, indicating the company was actively investing in major companies like Coca-Cola, IBM, and Wells Fargo during that period. So while there wasn",False,False,True
What is the bursting of the technology bubble an example of?,hindsight bias,"The bursting of the technology bubble in 2000 is a classic example of hindsight bias. As described in the passage, after the crash, many pundits and publications claimed they ""knew"" the bubble would burst. However, they had not actually warned about it beforehand. For instance, Money magazine said in June 2000 that ""We all knew it was a mania,"" despite recommending tech stocks just months earlier in December 1999. This illustrates how people tend to believe they predicted or knew about events after they have already occurred, even when they did not actually anticipate them at the time. The tech bubble burst demonstrates how hindsight bias can distort our memory and perception of past events",True,True,True
What bias was prevalent when early 1980s energy stocks generated over 20 percent of S&P 500 returns?,hindisght bias,"Based on the information provided, the bias that was likely prevalent regarding energy stocks in the early 1980s was the representativeness bias. This bias causes investors to extrapolate recent performance into the future, expecting trends to continue. When energy stocks generated over 20% of S&P 500 returns in the early 1980s, many investors likely assumed this outperformance would persist, leading them to overweight energy stocks in their portfolios. The passage mentions that investors tend to chase returns, selling underperforming funds and buying recent top performers. This behavior aligns with the representativeness bias, where people put too much weight on recent events and ignore longer-term trends or probabilities. The periodic",False,False,False
What is the most important thing I look at a manager's performance?,track record,"Based on the information provided, the most important things to look at in evaluating a manager's performance are:

1. Long-term results over multiple market cycles, not just short-term performance.

2. The manager's strategy and decision-making process, not just raw returns.

3. Consistency in adhering to their stated investment approach.

4. Performance relative to appropriate benchmarks and peer groups.

5. Risk-adjusted returns and how they manage downside risk.

6. Ability to generate positive alpha (excess returns) over time.

7. Avoid overemphasizing recent performance, as it may be due to luck rather than skill.

8. Look at the full context of their",False,False,False
What is the strategy that can help communicate your point without offending the client?,storytelling,"To communicate effectively without offending the client:

1. Show empathy and acknowledge their perspective first.
2. Use ""I"" statements rather than accusatory ""you"" statements.
3. Focus on the behavior or decision, not the person.
4. Explain the reasoning behind your advice.
5. Offer alternatives and solutions.

For example, instead of calling the client an ""idiot,"" you could say:

""I understand your enthusiasm for Apple. However, I'm concerned about the concentration risk in your portfolio. Having 50% of your wealth in a single stock, regardless of how promising it seems, exposes you to significant potential losses. Let's discuss ways to maintain exposure to Apple while divers",False,False,False
What is the most appropriate risk measure for a strategy?,tolerance,"Based on the information provided, the most appropriate risk measure for a strategy depends on the specific goals and context. The documents suggest moving away from traditional risk measures like volatility or beta, which may not accurately capture true investment risk. Instead, a more appropriate approach is to define risk as ""the possibility of loss or injury"" in relation to specific investment goals.

For a goals-based investing strategy, the risk measure should focus on the likelihood of not achieving the particular goal tied to that strategy. This aligns with mental accounting principles, where separate strategies may have different appropriate risk measures based on their objectives. 

Overall, the key is using risk measures that are most relevant to the investor's actual goals and concerns, rather than relying solely",False,False,False
What should advisors create to meet their needs and obligations?,portfolio,"According to the behavioral finance approach described, advisors should help clients create a portfolio with components allocated to different mental accounts based on goals. To meet needs and obligations, advisors should carve out a portion of the portfolio invested in capital preservation assets (low-risk investments). This forms the foundation of the portfolio to ensure basic financial needs are covered. After addressing needs and obligations with low-risk assets, advisors can then consider allocating to progressively riskier assets for other goals like priorities, expectations, desires, and aspirations. This goals-based approach aims to make risk more understandable to clients and potentially increase their ability to stick with their investment plan, even if it may not be perfectly efficient from a traditional finance perspective.",True,False,True
Who should aspire to get their clients focused on their needs and obligations?,advisors,"Based on the information provided, financial advisors and investment consultants should aspire to get their clients focused on their needs and obligations. The passages suggest that many wealthy individuals and institutions seek out ""hyper-helpers"" like consultants who often recommend frequent small changes that generate large fees but may not serve the client's best interests. Instead, advisors should aim to understand their clients' true financial needs, risk tolerance, and long-term goals. They should help clients overcome behavioral biases, especially for less wealthy clients who cannot afford to make major mistakes. The goal should be to create portfolios and asset allocations that align with the client's specific situation and help them reach their financial objectives, rather than chasing trends or selling unnecessary services",True,False,True
What is the best countermeasure to adjustment bias?,awareness,"To counter adjustment bias, the most effective approach is to:

1. Be aware of the bias and actively question initial estimates or anchors.
2. Consider multiple starting points or reference values instead of fixating on one.
3. Seek out diverse perspectives and information sources to broaden your frame of reference.
4. Use objective data and benchmarks when available, rather than relying solely on intuition.
5. Take time to make thoughtful adjustments, resisting the urge to settle on a quick estimate.
6. Employ structured decision-making techniques, like pre-mortems or scenario planning, to challenge assumptions.
7. Regularly review and update estimates as new information becomes available.",False,False,False
Who studied framing bias in a sample population of physicians in 1984?,kahneman,"The study of framing bias in a sample population of physicians in 1984 was conducted by Amos Tversky and Daniel Kahneman. They presented a hypothetical medical scenario to physicians using different frames - one emphasizing survival rates and another emphasizing mortality rates. Despite the information being mathematically equivalent, the framing significantly influenced the physicians' treatment decisions. This seminal study demonstrated how the presentation of information can affect decision-making even among highly trained professionals, highlighting the power of framing bias in real-world contexts. Tversky and Kahneman's work was instrumental in establishing framing bias as a key concept in behavioral economics and decision-making psychology.",True,False,False
"Who was the author of the paper ""Choices, Values, and Frames""?",amos,"According to the notes, the paper ""Choices, Values, and Frames"" was authored by Daniel Kahneman and Amos Tversky. It was published in the American Psychologist journal in 1984 and later reprinted as Chapter 1 in a book of the same name edited by Kahneman and Tversky. The full citation is:

Kahneman, Daniel and Amos Tversky. ""Choices, Values, and Frames."" American Psychologist 39 (1984): 341-50.

This influential paper discussed how the framing and presentation of choices can impact decision making, which relates to some of the behavioral science",True,False,False
What is the process of assessing investor risk tolerance called?,framing,"The process of assessing investor risk tolerance is a critical part of financial advising where framing can be particularly influential. It involves carefully gauging a client's mindset through accurately worded questions and understanding their responses. This process aims to:

1. Determine what constitutes risk for the specific client
2. Decide how much risk is tolerable for them
3. Establish a precise, shared understanding between advisor and client

Advisors need to be aware of how question framing can impact responses and potentially introduce biases. Risk tolerance questionnaires are a key tool in this assessment, but advisors must be thoroughly familiar with question wording and alert to potential biases that can arise from certain formulations. The",True,False,False
What should clients work on building to achieve their financial goals?,balanced asset allocations,"Based on the information provided, clients should work on building the following to achieve their financial goals:

1. A clear understanding of their own financial goals and the psychology/emotions behind those goals.

2. A strong, open relationship with their financial advisor where they can discuss their goals and motivations honestly.

3. Awareness of their own behavioral biases and how these may impact their investment decisions.

4. Consistency in their approach to investing and financial planning.

5. The ability to separate emotions from investment decision-making.

6. Willingness to work with their advisor to create or adjust asset allocations that align with their goals and help them stick to long-term investment plans.

7. Adaptability",False,True,True
What is the availability rule thumb?,"judgments about the likelihood or frequency of an occurrence based on readily available information, not necessarily based on complete, objective, or factual information","The availability rule of thumb, also known as availability bias, is a mental shortcut where people rely heavily on information that is readily available or easily recalled when making decisions. In investing, this can lead to overemphasizing recent, newsworthy, or memorable events while neglecting other important factors.

Key points about the availability rule of thumb:

1. It causes investors to focus on stocks that receive high media coverage.
2. It can lead to overreaction to current market conditions, both positive and negative.
3. It may result in attributing too much credibility to information presented amid media attention.
4. It can cause investors to make ""attention-based"" purchases, especially among individual investors.
5",False,False,True
What country do most Americans consider the best investment opportunities?,united states,"Based on the information provided, most Americans tend to consider the United States itself as having the best investment opportunities, due to a strong home bias. The passage indicates that US investors have an average allocation of 90% to US stocks, despite the US accounting for only about half of the world's total market value. This home bias leads American investors to be significantly overweight in domestic equities, viewing them as more safe and knowable than international options. The text suggests this is a common behavioral bias that causes investors to ignore potentially beneficial foreign investments and overlook opportunities in other countries. This tendency appears to affect both individual and professional investors in the US.",True,True,False
What is the name of the company that advertises its trade execution quality?,brokerage,"The provided information does not mention any specific company advertising its trade execution quality. The passages discuss various topics related to investing and financial markets, including Berkshire Hathaway's operations, behavioral finance concepts, and examples of feedback loops in stock performance and economic crises. However, there is no mention of a company specifically advertising trade execution quality. To accurately answer this question, additional information or context would be needed.",False,False,False
Who are more likely to be net buyers of attention-grabbing stocks than institutional investors?,individual investors,"According to the research by Odean and Barber, individual investors are more likely to be net buyers of attention-grabbing stocks compared to institutional investors. The study found that individual investors tend to buy stocks that catch their attention through:

1. Abnormally high daily trading volume
2. Extreme daily returns (big winners or losers)
3. Stocks in the news

Individual investors at discount brokerages made nearly twice as many purchases as sales of stocks with unusually high trading volume. They were also net buyers of companies on days when those companies were in the news.

In contrast, professional investors were less likely to make attention-based purchases, as they have more resources to monitor a wider range",True,True,True
